  step 849000 | loss 0.1018 | kl 0.0224 | val_kl 0.0300 | clus 0.4600 | sep 0.3709 | mse(diag) 0.1215 | eff_K 2000/2000 | dying 39
  [reinit] step 849000: 176 dead clusters
  step 849100 | loss 0.1018 | kl 0.0212 | val_kl 0.0308 | clus 0.4629 | sep 0.3691 | mse(diag) 0.1239 | eff_K 2000/2000 | dying 37
  step 849200 | loss 0.1010 | kl 0.0218 | val_kl 0.0313 | clus 0.4668 | sep 0.3690 | mse(diag) 0.1205 | eff_K 2000/2000 | dying 28
  step 849300 | loss 0.0984 | kl 0.0202 | val_kl 0.0299 | clus 0.4478 | sep 0.3739 | mse(diag) 0.1201 | eff_K 2000/2000 | dying 33
  step 849400 | loss 0.1078 | kl 0.0251 | val_kl 0.0305 | clus 0.4713 | sep 0.3669 | mse(diag) 0.1276 | eff_K 2000/2000 | dying 38
  step 849500 | loss 0.1059 | kl 0.0236 | val_kl 0.0315 | clus 0.4658 | sep 0.3691 | mse(diag) 0.1273 | eff_K 2000/2000 | dying 43
  step 849600 | loss 0.1093 | kl 0.0247 | val_kl 0.0316 | clus 0.4706 | sep 0.3712 | mse(diag) 0.1318 | eff_K 2000/2000 | dying 36
  step 849700 | loss 0.1045 | kl 0.0237 | val_kl 0.0301 | clus 0.4629 | sep 0.3716 | mse(diag) 0.1241 | eff_K 2000/2000 | dying 43
  step 849800 | loss 0.1005 | kl 0.0227 | val_kl 0.0322 | clus 0.4623 | sep 0.3700 | mse(diag) 0.1177 | eff_K 2000/2000 | dying 33
  step 849900 | loss 0.1001 | kl 0.0206 | val_kl 0.0317 | clus 0.4495 | sep 0.3696 | mse(diag) 0.1230 | eff_K 2000/2000 | dying 39
  step 850000 | loss 0.1022 | kl 0.0217 | val_kl 0.0322 | clus 0.4586 | sep 0.3697 | mse(diag) 0.1242 | eff_K 2000/2000 | dying 36
  [reinit] step 850000: 175 dead clusters
  step 850100 | loss 0.0984 | kl 0.0207 | val_kl 0.0298 | clus 0.4567 | sep 0.3755 | mse(diag) 0.1182 | eff_K 2000/2000 | dying 28
  step 850200 | loss 0.1093 | kl 0.0256 | val_kl 0.0310 | clus 0.4778 | sep 0.3717 | mse(diag) 0.1293 | eff_K 2000/2000 | dying 47
  step 850300 | loss 0.1048 | kl 0.0216 | val_kl 0.0308 | clus 0.4827 | sep 0.3685 | mse(diag) 0.1275 | eff_K 2000/2000 | dying 42
  step 850400 | loss 0.1085 | kl 0.0276 | val_kl 0.0317 | clus 0.4622 | sep 0.3691 | mse(diag) 0.1246 | eff_K 2000/2000 | dying 47
  step 850500 | loss 0.1016 | kl 0.0222 | val_kl 0.0302 | clus 0.4645 | sep 0.3722 | mse(diag) 0.1211 | eff_K 2000/2000 | dying 58
  step 850600 | loss 0.1052 | kl 0.0244 | val_kl 0.0315 | clus 0.4668 | sep 0.3707 | mse(diag) 0.1238 | eff_K 2000/2000 | dying 51
  step 850700 | loss 0.1017 | kl 0.0229 | val_kl 0.0318 | clus 0.4566 | sep 0.3732 | mse(diag) 0.1205 | eff_K 2000/2000 | dying 51
  step 850800 | loss 0.1061 | kl 0.0268 | val_kl 0.0300 | clus 0.4608 | sep 0.3738 | mse(diag) 0.1211 | eff_K 2000/2000 | dying 49
  step 850900 | loss 0.0995 | kl 0.0201 | val_kl 0.0316 | clus 0.4679 | sep 0.3703 | mse(diag) 0.1207 | eff_K 2000/2000 | dying 50
  step 851000 | loss 0.0997 | kl 0.0209 | val_kl 0.0304 | clus 0.4601 | sep 0.3676 | mse(diag) 0.1202 | eff_K 2000/2000 | dying 60
  [reinit] step 851000: 155 dead clusters
  step 851100 | loss 0.1069 | kl 0.0236 | val_kl 0.0308 | clus 0.4928 | sep 0.3723 | mse(diag) 0.1267 | eff_K 2000/2000 | dying 37
  step 851200 | loss 0.1039 | kl 0.0248 | val_kl 0.0300 | clus 0.4730 | sep 0.3686 | mse(diag) 0.1194 | eff_K 2000/2000 | dying 33
  step 851300 | loss 0.0998 | kl 0.0199 | val_kl 0.0301 | clus 0.4708 | sep 0.3718 | mse(diag) 0.1215 | eff_K 2000/2000 | dying 40
  step 851400 | loss 0.0997 | kl 0.0208 | val_kl 0.0311 | clus 0.4715 | sep 0.3709 | mse(diag) 0.1193 | eff_K 2000/2000 | dying 39
  step 851500 | loss 0.0993 | kl 0.0217 | val_kl 0.0298 | clus 0.4590 | sep 0.3686 | mse(diag) 0.1177 | eff_K 2000/2000 | dying 37
  step 851600 | loss 0.1042 | kl 0.0240 | val_kl 0.0309 | clus 0.4684 | sep 0.3710 | mse(diag) 0.1224 | eff_K 2000/2000 | dying 36
  step 851700 | loss 0.1039 | kl 0.0231 | val_kl 0.0307 | clus 0.4665 | sep 0.3714 | mse(diag) 0.1237 | eff_K 2000/2000 | dying 48
  step 851800 | loss 0.1044 | kl 0.0252 | val_kl 0.0302 | clus 0.4603 | sep 0.3732 | mse(diag) 0.1210 | eff_K 2000/2000 | dying 45
  step 851900 | loss 0.0982 | kl 0.0207 | val_kl 0.0324 | clus 0.4556 | sep 0.3677 | mse(diag) 0.1176 | eff_K 2000/2000 | dying 41
  step 852000 | loss 0.1011 | kl 0.0232 | val_kl 0.0308 | clus 0.4751 | sep 0.3706 | mse(diag) 0.1165 | eff_K 2000/2000 | dying 49
  [reinit] step 852000: 184 dead clusters
  step 852100 | loss 0.1009 | kl 0.0217 | val_kl 0.0310 | clus 0.4835 | sep 0.3727 | mse(diag) 0.1185 | eff_K 2000/2000 | dying 48
  step 852200 | loss 0.1002 | kl 0.0204 | val_kl 0.0310 | clus 0.4770 | sep 0.3683 | mse(diag) 0.1205 | eff_K 2000/2000 | dying 50
  step 852300 | loss 0.1045 | kl 0.0225 | val_kl 0.0326 | clus 0.4751 | sep 0.3679 | mse(diag) 0.1256 | eff_K 2000/2000 | dying 50
  step 852400 | loss 0.1008 | kl 0.0216 | val_kl 0.0314 | clus 0.4752 | sep 0.3724 | mse(diag) 0.1195 | eff_K 2000/2000 | dying 49
  step 852500 | loss 0.0994 | kl 0.0221 | val_kl 0.0305 | clus 0.4575 | sep 0.3709 | mse(diag) 0.1171 | eff_K 2000/2000 | dying 58
  step 852600 | loss 0.1035 | kl 0.0235 | val_kl 0.0312 | clus 0.4674 | sep 0.3697 | mse(diag) 0.1221 | eff_K 2000/2000 | dying 59
  step 852700 | loss 0.1053 | kl 0.0241 | val_kl 0.0308 | clus 0.4819 | sep 0.3734 | mse(diag) 0.1230 | eff_K 2000/2000 | dying 63
  step 852800 | loss 0.1010 | kl 0.0213 | val_kl 0.0313 | clus 0.4698 | sep 0.3687 | mse(diag) 0.1211 | eff_K 2000/2000 | dying 51
  step 852900 | loss 0.1036 | kl 0.0225 | val_kl 0.0294 | clus 0.4732 | sep 0.3677 | mse(diag) 0.1237 | eff_K 2000/2000 | dying 60
